#CaseId,Lat,Lon,AreaName,Number,Street1,Xstreet,City,County,State,Postal,Country,Airport,FreeForm,LimitedFreeForm
389,37.2778,-82.38271,,,GIBSON BOTTOM,,ELKHORN CITY,,KY,41522,USA,,,
390,37.34249,-122.22018,,,SKYLINE BLVD,,REDWOOD CITY,,CA,94062,USA,,,
391,37.34249,-122.22018,,,SKYLINE BOUL,,REDWOOD CITY,,CA,94062,USA,,,
392,37.34249,-122.22018,,,SKYLINE BOULEVARD,,REDWOOD CITY,,CA,94062,USA,,,
393,37.34249,-122.22018,,,SKYLINE BOULV,,REDWOOD CITY,,CA,94062,USA,,,
394,37.62335,-82.5535,,,HURTS BR,,PIKEVILLE,,KY,41501,USA,,,
395,37.62335,-82.5535,,,HURTS BRNCH,,PIKEVILLE,,KY,41501,USA,,,
396,37.62335,-82.5535,,,HURTS BRANCH,,PIKEVILLE,,KY,41501,USA,,,
397,37.61874,-122.14955,,,SAN MATEO BRG,,HAYWARD,,CA,94545,USA,,,
398,37.61874,-122.14955,,,SAN MATEO BRDGE,,HAYWARD,,CA,94545,USA,,,
399,37.61874,-122.14955,,,SAN MATEO BRIDGE,,HAYWARD,,CA,94545,USA,,,
400,43.39264,-85.46814,,,CEDAR BRK,,HOWARD CITY,,MI,49329,USA,,,
401,43.39264,-85.46814,,,CEDAR BROOK,,HOWARD CITY,,MI,49329,USA,,,
402,47.51629,-111.3166,,,NORTHWEST BYP,,GREAT FALLS,,MT,59404,USA,,,
403,47.51629,-111.3166,,,NORTHWEST BYPA,,GREAT FALLS,,MT,59404,USA,,,
404,47.51629,-111.3166,,,NORTHWEST BYPAS,,GREAT FALLS,,MT,59404,USA,,,
405,47.51629,-111.3166,,,NORTHWEST BYPASS,,GREAT FALLS,,MT,59404,USA,,,
406,47.51629,-111.3166,,,NORTHWEST BYPS,,GREAT FALLS,,MT,59404,USA,,,
407,46.47886,-87.85779,,,COUNTY ROAD CP,,CHAMPION,,MI,49814,USA,,,
408,46.47886,-87.85779,,,COUNTY ROAD CAMP,,CHAMPION,,MI,49814,USA,,,
409,46.47886,-87.85779,,,COUNTY ROAD CMP,,CHAMPION,,MI,49814,USA,,,
410,37.95998,-109.20944,,,S CANYON,,MONTICELLO,,UT,84535,USA,,,
411,37.95998,-109.20944,,,S CANYN,,MONTICELLO,,UT,84535,USA,,,
412,37.95998,-109.20944,,,S CNYN,,MONTICELLO,,UT,84535,USA,,,
413,30.55442,-98.36069,,,THE CAPE,,HORSESHOE BAY,,TX,78657,USA,,,
414,30.5544,-98.36068,,,THE CPE,,HORSESHOE BAY,,TX,78657,USA,,,
415,32.62418,-117.13052,,,GRAND CARIBE CSWY,,CORONADO,,CA,92118,USA,,,
416,32.62418,-117.13052,,,GRAND CARIBE CAUSEWAY,,CORONADO,,CA,92118,USA,,,
417,32.62418,-117.13052,,,GRAND CARIBE CAUSWA,,CORONADO,,CA,92118,USA,,,
418,36.58458,-121.90039,,,DEL MONTE CTR,,MONTEREY,,CA,93940,USA,,,
419,36.58458,-121.90039,,,DEL MONTE CNTR,,MONTEREY,,CA,93940,USA,,,
420,36.58458,-121.90039,,,DEL MONTE CNTER,,MONTEREY,,CA,93940,USA,,,
421,36.58458,-121.90039,,,DEL MONTE CENTRE,,MONTEREY,,CA,93940,USA,,,
422,36.58458,-121.90039,,,DEL MONTE CENTR,,MONTEREY,,CA,93940,USA,,,
423,36.58458,-121.90039,,,DEL MONTE CENTER,,MONTEREY,,CA,93940,USA,,,
424,36.58458,-121.90039,,,DEL MONTE CENT,,MONTEREY,,CA,93940,USA,,,
425,36.58458,-121.90039,,,DEL MONTE CEN,,MONTEREY,,CA,93940,USA,,,
426,37.79996,-121.92038,,,BLACKHAWK PLAZA CIR,,DANVILLE,,CA,94506,USA,,,
427,37.79996,-121.92038,,,BLACKHAWK PLAZA CIRC,,DANVILLE,,CA,94506,USA,,,
428,37.79996,-121.92038,,,BLACKHAWK PLAZA CIRCL,,DANVILLE,,CA,94506,USA,,,
429,37.79996,-121.92038,,,BLACKHAWK PLAZA CIRCLE,,DANVILLE,,CA,94506,USA,,,
430,37.79996,-121.92038,,,BLACKHAWK PLAZA CIRCL,,DANVILLE,,CA,94506,USA,,,
431,37.79996,-121.92038,,,BLACKHAWK PLAZA CIRCLE,,DANVILLE,,CA,94506,USA,,,
432,33.69708,-117.895,,,S SEA CLF,,SANTA ANA,,CA,92704,USA,,,
433,33.69708,-117.895,,,S SEA CLIFF,,SANTA ANA,,CA,92704,USA,,,
434,29.50242,-98.68521,,,VALLEY CLFS,,SAN ANTONIO,,TX,78250,USA,,,
435,29.56925,-98.54813,,,HUNTERS CLIFFS,,SAN ANTONIO,,TX,78230,USA,,,
436,40.80936,-75.62972,,,BLUE RIDGE COUNTRY CLB,,PALMERTON,,PA,18071,USA,,,
437,34.8691,-82.26488,,,THORNBLADE CLUB,,GREER,,SC,29650,USA,,,
438,42.54903,-72.13247,,,THE COMMON,,ATHOL,,MA,1331,USA,,,
439,40.31665,-74.05842,,,AVENUE OF THE COMMON,,SHREWSBURY,,NJ,7702,USA,,,
440,47.31483,-122.30854,,,S COMMONS,,FEDERAL WAY,,WA,98003,USA,,,
441,44.09826,-69.38331,,,KALERS COR,,WALDOBORO,,ME,4572,USA,,,
442,42.12193,-71.64777,,,PLUMMERS CORNER,,WHITINSVILLE,,MA,1588,USA,,,
443,33.41636,-86.69597,,,INVERNESS CORS,,BIRMINGHAM,,AL,35242,USA,,,
444,33.41633,-86.69635,,,INVERNESS CORNERS,,BIRMINGHAM,,AL,35242,USA,,,
445,37.92399,-122.49961,,,MORNING STAR CRSE,,CORTE MADERA,,CA,94925,USA,,,
446,41.93447,-88.29303,,,WHITTINGTON COURSE,,ST CHARLES,,IL,60174,USA,,,
447,44.85553,-93.24018,,,NE COURT,,MINNEAPOLIS,,MN,55425,USA,,,
448,40.77358,-86.38496,,,N CT,,LOGANSPORT,,IN,46947,USA,,,
449,27.58771,-99.45564,,,TIGER CTS,,LAREDO,,TX,78045,USA,,,
450,29.70558,-95.42927,,,WESTCHESTER COURTS,,HOUSTON,,TX,77025,USA,,,
451,33.68108,-117.79808,,,N COVE,,IRVINE,,CA,92604,USA,,,
452,40.43727,-111.90472,,,COLONY CV,,LEHI,,UT,84043,USA,,,
453,33.60884,-117.62219,,,TIJERAS CRK,,RANCHO SANTA MARGARITA,,CA,92688,USA,,,
454,32.94848,-97.07657,,,FALL CREEK,,GRAPEVINE,,TX,76051,USA,,,
455,36.78716,-76.10183,,,COLLEGE CRES,,VIRGINIA BEACH,,VA,23453,USA,,,
456,36.78716,-76.10183,,,COLLEGE CRESCENT,,VIRGINIA BEACH,,VA,23453,USA,,,
457,36.78716,-76.10183,,,COLLEGE CRSENT,,VIRGINIA BEACH,,VA,23453,USA,,,
458,36.78716,-76.10183,,,COLLEGE CRSNT,,VIRGINIA BEACH,,VA,23453,USA,,,
459,35.61974,-81.1501,,,N OLIVERS CROSSROAD,,NEWTON,,NC,28658,USA,,,
460,36.53695,-121.90885,,,THE CROSSROADS,,CARMEL-BY-THE-SEA,,CA,93923,USA,,,
461,32.40434,-111.0463,,,W SAHUARO DV,,TUCSON,,AZ,85742,USA,,,
462,32.40434,-111.0463,,,W SAHUARO DIV,,TUCSON,,AZ,85742,USA,,,
463,32.40434,-111.0463,,,W SAHUARO DIVIDE,,TUCSON,,AZ,85742,USA,,,
464,32.40434,-111.0463,,,W SAHUARO DVD,,TUCSON,,AZ,85742,USA,,,
465,35.57658,-120.79276,,,VINEYARD DR,,PASO ROBLES,,CA,93446,USA,,,
466,35.55351,-120.75107,,,VINEYARD DRIV,,TEMPLETON,,CA,93465,USA,,,
467,35.20709,-120.60843,,,MIRA CIELO DRIVE,,SAN LUIS OBISPO,,CA,93401,USA,,,
468,35.20709,-120.60843,,,MIRA CIELO DRV,,SAN LUIS OBISPO,,CA,93401,USA,,,
469,37.29701,-121.75794,,,SILVER EST,,SAN JOSE,,CA,95135,USA,,,
470,37.29545,-121.76494,,,HARVEST ESTATE,,SAN JOSE,,CA,95135,USA,,,
471,45.33635,-122.55549,,,MAPLE LANE ESTATES,,OREGON CITY,,OR,97045,USA,,,
472,45.33635,-122.55549,,,MAPLE LANE ESTS,,OREGON CITY,,OR,97045,USA,,,
473,34.56074,-97.99706,,,COUNTRY ESTS,,DUNCAN,,OK,73533,USA,,,
474,38.38609,-75.07362,,,OCEAN CITY EXP,,OCEAN CITY,,MD,21842,USA,,,
475,25.94127,-97.50197,,,N EXPRESSWAY,,BROWNSVILLE,,TX,78521,USA,,,
476,25.94127,-97.50197,,,N EXPR,,BROWNSVILLE,,TX,78521,USA,,,
477,35.5608,-97.64552,,,NW EXPRESS,,OKLAHOMA CITY,,OK,73132,USA,,,
478,25.9618,-97.51016,,,N EXPW,,BROWNSVILLE,,TX,78520,USA,,,
479,37.21152,-121.84814,,,ALMADEN EXPY,,SAN JOSE,,CA,95120,USA,,,
480,39.27137,-121.01073,,,NEVADA STREET EXT,,NEVADA CITY,,CA,95959,USA,,,
481,38.24974,-122.96642,,,CLIFF ST EXTENSION,,DILLON BEACH,,CA,94929,USA,,,
482,39.45157,-121.28296,,,FRENCHTOWN EXTN,,BROWNSVILLE,,CA,95919,USA,,,
483,39.45157,-121.28296,,,FRENCHTOWN EXTNSN,,BROWNSVILLE,,CA,95920,USA,,,
484,34.15331,-117.68841,,,FERGUS FLS,,CLAREMONT,,CA,91711,USA,,,
485,29.81363,-95.72945,,,EAGLE NEST FALLS,,KATY,,TX,77449,USA,,,
486,29.59057,-95.61184,,,ROBINSONS FRY,,SUGAR LAND,,TX,77479,USA,,,
487,37.90899,-84.54508,,,GROGGINS FRRY,,NICHOLASVILLE,,KY,40356,USA,,,
488,37.90931,-84.55673,,,GROGGINS FERRY,,NICHOLASVILLE,,KY,40356,USA,,,
489,38.18649,-85.74618,,,STANDIFORD FIELD,,LOUISVILLE,,KY,40209,USA,,,
490,38.18649,-85.74618,,,STANDIFORD FLD,,LOUISVILLE,,KY,40209,USA,,,
491,29.46296,-98.35784,,,LUCKY FLDS,,CONVERSE,,TX,78109,USA,,,
492,29.46172,-98.35875,,,ALONZO FLELDS,,CONVERSE,,TX,78109,USA,,,
493,48.53611,-122.05808,,,CEDAR FLT,,SEDRO-WOOLLEY,,WA,98284,USA,,,
494,48.53611,-122.05808,,,CEDAR FLAT,,SEDRO-WOOLLEY,,WA,98285,USA,,,
495,34.22267,-80.68187,,,W FORD,,LUGOFF,,SC,29078,USA,,,
496,34.22267,-80.68187,,,W FRD,,LUGOFF,,SC,29078,USA,,,
497,34.22267,-80.68187,,,W FORD,,LUGOFF,,SC,29078,USA,,,
498,38.63071,-90.6538,,,GRAND MERIDIEN FRST,,CHESTERFIELD,,MO,63005,USA,,,
499,38.63071,-90.6538,,,GRAND MERIDIEN FOREST,,CHESTERFIELD,,MO,63005,USA,,,
500,38.63071,-90.6538,,,GRAND MERIDIEN FORESTS,,CHESTERFIELD,,MO,63005,USA,,,
501,32.36141,-106.77415,,,RAMROD FRG,,LAS CRUCES,,NM,88012,USA,,,
502,32.36141,-106.77415,,,RAMROD FORG,,LAS CRUCES,,NM,88012,USA,,,
503,32.36141,-106.77415,,,RAMROD FORGE,,LAS CRUCES,,NM,88012,USA,,,
504,32.86517,-96.93588,,,W FORK,,IRVING,,TX,75039,USA,,,
505,32.86459,-96.93524,,,W FRK,,IRVING,,TX,75039,USA,,,
506,42.74889,-73.85404,,,AUSABLE FRKS,,ALBANY,,NY,12205,USA,,,
507,36.38361,-76.07254,,,FOUR FORKS,,SHAWBORO,,NC,27973,USA,,,
508,33.41678,-83.21417,,,GRESHAMS FT,,GREENSBORO,,GA,30642,USA,,,
509,33.41515,-83.21398,,,GRESHAMS FRT,,GREENSBORO,,GA,30642,USA,,,
510,33.41352,-83.21379,,,GRESHAMS FORT,,GREENSBORO,,GA,30642,USA,,,
511,32.85636,-97.31299,,,N FREEWAY,,FORT WORTH,,TX,76137,USA,,,
512,32.86258,-97.31407,,,N FREEWY,,FORT WORTH,,TX,76137,USA,,,
513,38.29399,-104.60879,,,N FRWAY,,PUEBLO,,CO,81003,USA,,,
514,38.21997,-104.61606,,,S FRWY,,PUEBLO,,CO,81004,USA,,,
515,38.21997,-104.61606,,,S FWY,,PUEBLO,,CO,81004,USA,,,
516,38.0173,-84.51561,,,ROSEMONT GDN,,LEXINGTON,,KY,40503,USA,,,
517,38.0173,-84.51561,,,ROSEMONT GARDEN,,LEXINGTON,,KY,40503,USA,,,
518,38.0173,-84.51561,,,ROSEMONT GARDN,,LEXINGTON,,KY,40503,USA,,,
519,38.0173,-84.51561,,,ROSEMONT GRDEN,,LEXINGTON,,KY,40503,USA,,,
520,38.0173,-84.51561,,,ROSEMONT GRDN,,LEXINGTON,,KY,40503,USA,,,
521,35.46645,-97.51472,,,MYRIAD GDNS,,OKLAHOMA CITY,,OK,73102,USA,,,
522,35.46645,-97.51472,,,MYRIAD GDRDENS,,OKLAHOMA CITY,,OK,73103,USA,,,
523,35.46645,-97.51472,,,MYRIAD GRDNS,,OKLAHOMA CITY,,OK,73104,USA,,,
524,39.99816,-82.88473,,,INTERNATIONAL GATEWAY,,COLUMBUS,,OH,43219,USA,,,
525,39.99816,-82.88473,,,INTERNATIONAL GATEWY,,COLUMBUS,,OH,43219,USA,,,
526,39.9985,-82.89009,,,INTERNATIONAL GATWAY,,COLUMBUS,,OH,43219,USA,,,
527,39.9985,-82.89009,,,INTERNATIONAL GTWAY,,COLUMBUS,,OH,43219,USA,,,
528,39.9985,-82.89009,,,INTERNATIONAL GTWY,,COLUMBUS,,OH,43219,USA,,,
529,43.14807,-89.36305,,,S GOLF GLN,,MADISON,,WI,53704,USA,,,
530,43.14807,-89.36305,,,S GOLF GLEN,,MADISON,,WI,53704,USA,,,
531,39.9963,-86.13023,,,THE VILLAGE GRN,,CARMEL,,IN,46032,USA,,,
532,39.99629,-86.13062,,,THE VILLAGE GREEN,,CARMEL,,IN,46032,USA,,,
533,33.64275,-117.6273,,,WALNUT GRV,,MISSION VIEJO,,CA,92692,USA,,,
534,33.64269,-117.6268,,,WALNUT GROVE,,MISSION VIEJO,,CA,92692,USA,,,
535,33.64263,-117.6263,,,WALNUT GROV,,MISSION VIEJO,,CA,92692,USA,,,
536,33.5794,-117.73636,,,PALM HBR,,ALISO VIEJO,,CA,92656,USA,,,
537,33.5794,-117.73636,,,PALM HARB,,ALISO VIEJO,,CA,92656,USA,,,
538,33.5794,-117.73636,,,PALM HARBOR,,ALISO VIEJO,,CA,92656,USA,,,
539,33.5794,-117.73636,,,PALM HARBR,,ALISO VIEJO,,CA,92656,USA,,,
540,33.5794,-117.73636,,,PALM HRBOR,,ALISO VIEJO,,CA,92656,USA,,,
541,33.7062,-117.77351,,,NEW HVN,,IRVINE,,CA,92620,USA,,,
542,33.7062,-117.77351,,,NEW HAVEN,,IRVINE,,CA,92620,USA,,,
543,34.5511,-112.44572,,,HEATHER HTS,,PRESCOTT,,AZ,86303,USA,,,
544,34.5511,-112.44572,,,HEATHER HT,,PRESCOTT,,AZ,86303,USA,,,
545,38.41414,-122.54634,,,SONOMA HWY,,KENWOOD,,CA,95452,USA,,,
546,38.41414,-122.54634,,,SONOMA HIGHWAY,,KENWOOD,,CA,95452,USA,,,
547,38.41414,-122.54634,,,SONOMA HIGHWY,,KENWOOD,,CA,95452,USA,,,
548,38.41414,-122.54634,,,SONOMA HIWAY,,KENWOOD,,CA,95452,USA,,,
549,38.41414,-122.54634,,,SONOMA HIWY,,KENWOOD,,CA,95452,USA,,,
550,38.41414,-122.54634,,,SONOMA HWAY,,KENWOOD,,CA,95452,USA,,,
551,36.94265,-121.72661,,,STRAWBERRY HL,,WATSONVILLE,,CA,95076,USA,,,
552,36.94265,-121.72661,,,STRAWBERRY HILL,,WATSONVILLE,,CA,95076,USA,,,
553,38.41698,-90.6819,,,ST JOSEPH HLS,,PACIFIC,,MO,63069,USA,,,
554,38.41698,-90.6819,,,ST JOSEPH HILLS,,PACIFIC,,MO,63069,USA,,,
555,30.17768,-93.25821,,,FOX HOLW,,LAKE CHARLES,,LA,70605,USA,,,
556,30.17768,-93.25821,,,FOX HLLW,,LAKE CHARLES,,LA,70605,USA,,,
557,30.17768,-93.25821,,,FOX HOLLOW,,LAKE CHARLES,,LA,70605,USA,,,
558,30.17768,-93.25821,,,FOX HOLLOWS,,LAKE CHARLES,,LA,70605,USA,,,
559,30.17768,-93.25821,,,FOX HOLWS,,LAKE CHARLES,,LA,70605,USA,,,
560,33.14764,-96.7835,,,SEBASTIAN INLT,,FRISCO,,TX,75035,USA,,,
561,33.61375,-117.8768,,,FASHION IS,,NEWPORT BEACH,,CA,92660,USA,,,
562,33.61691,-117.87794,,,FASHION ISLAND,,NEWPORT BEACH,,CA,92660,USA,,,
563,33.61691,-117.87794,,,FASHION ISLND,,NEWPORT BEACH,,CA,92660,USA,,,
564,31.20006,-81.48032,,,GLYNN ISLE,,BRUNSWICK,,GA,31525,USA,,,
565,31.20006,-81.48032,,,GLYNN ISLES,,BRUNSWICK,,GA,31525,USA,,,
566,37.22981,-107.86041,,,CARBON JCT,,DURANGO,,CO,81301,USA,,,
567,37.22981,-107.86041,,,CARBON JCTION,,DURANGO,,CO,81301,USA,,,
568,37.22981,-107.86041,,,CARBON JCTN,,DURANGO,,CO,81301,USA,,,
569,37.22981,-107.86041,,,CARBON JUNCTION,,DURANGO,,CO,81301,USA,,,
570,37.22981,-107.86041,,,CARBON JUNCTN,,DURANGO,,CO,81301,USA,,,
571,37.22981,-107.86041,,,CARBON JUNCTON,,DURANGO,,CO,81301,USA,,,
572,38.08866,-122.51741,,,MONTEGO KY,,NOVATO,,CA,94949,USA,,,
573,38.08866,-122.51741,,,MONTEGO KEY,,NOVATO,,CA,94949,USA,,,
574,35.58971,-82.52968,,,KENILWORTH KNLS,,ASHEVILLE,,NC,28805,USA,,,
575,33.52198,-117.6825,,,SILENT KNLS,,LAGUNA NIGUEL,,CA,92677,USA,,,
576,33.52198,-117.6825,,,SILENT KNOLLS,,LAGUNA NIGUEL,,CA,92677,USA,,,
577,48.09028,-90.70343,,,S GUNFLINT LK,,GRAND MARAIS,,MN,55604,USA,,,
578,48.08727,-90.74159,,,S GUNFLINT LAKE,,GRAND MARAIS,,MN,55604,USA,,,
579,40.91988,-76.09729,,,VALLEY OF LKS,,HAZLETON,,PA,18202,USA,,,
580,40.91988,-76.09729,,,VALLEY OF LAKES,,HAZLETON,,PA,18202,USA,,,
581,29.56047,-98.63795,,,HUNTERS LAND,,SAN ANTONIO,,TX,78249,USA,,,
582,32.21786,-96.02445,,,CHEROKEE LNDG,,MALAKOFF,,TX,75148,USA,,,
583,32.21786,-96.02445,,,CHEROKEE LANDING,,MALAKOFF,,TX,75148,USA,,,
584,32.21786,-96.02445,,,CHEROKEE LNDNG,,MALAKOFF,,TX,75148,USA,,,
585,39.05045,-84.49185,,,FREDERICKS LNDG,,NEWPORT,,KY,41071,USA,,,
586,38.38262,-122.35315,,,HOFFMAN LN,,NAPA,,CA,94558,USA,,,
587,38.38262,-122.35315,,,HOFFMAN LANE,,NAPA,,CA,94558,USA,,,
588,36.3726,-75.82865,,,COROLLA LGT,,COROLLA,,NC,27927,USA,,,
589,36.3726,-75.82865,,,COROLLA LIGHT,,COROLLA,,NC,27927,USA,,,
590,43.59255,-90.86276,,,COUNTY ROAD LF,,VIROQUA,,WI,54665,USA,,,
591,43.5936,-90.87063,,,COUNTY ROAD LOAF,,VIROQUA,,WI,54665,USA,,,
592,45.35681,-122.61535,,,WILLAMETTE LCKS,,WEST LINN,,OR,97068,USA,,,
593,45.35681,-122.61535,,,WILLAMETTE LOCKS,,WEST LINN,,OR,97068,USA,,,
594,37.23606,-119.15794,,,CHINA LDG,,SHAVER LAKE,,CA,93664,USA,,,
595,37.23606,-119.15794,,,CHINA LDGE,,SHAVER LAKE,,CA,93664,USA,,,
596,37.23606,-119.15794,,,CHINA LODG,,SHAVER LAKE,,CA,93664,USA,,,
597,37.23606,-119.15794,,,CHINA LODGE,,SHAVER LAKE,,CA,93664,USA,,,
598,37.32409,-121.81176,,,EASTRIDGE LOOP,,SAN JOSE,,CA,95122,USA,,,
599,37.32409,-121.81176,,,EASTRIDGE LOOPS,,SAN JOSE,,CA,95122,USA,,,
600,37.52373,-122.00016,,,NEWPARK MALL,,NEWARK,,CA,94560,USA,,,
601,35.3481,-97.5321,,,BRIARLAKE MNR,,OKLAHOMA CITY,,OK,73170,USA,,,
602,35.3481,-97.5321,,,BRIARLAKE MANOR,,OKLAHOMA CITY,,OK,73170,USA,,,
603,27.36095,-82.47243,,,RINGWOOD MDW,,SARASOTA,,FL,34235,USA,,,
604,35.63397,-92.30739,,,MOUNTAIN MDWS,,SHIRLEY,,AR,72153,USA,,,
605,35.63397,-92.30739,,,MOUNTAIN MEADOWS,,SHIRLEY,,AR,72153,USA,,,
606,35.63397,-92.30739,,,MOUNTAIN MEDOWS,,SHIRLEY,,AR,72153,USA,,,
607,39.91343,-105.03764,,,W 119TH MEWS,,WESTMINSTER,,CO,80031,USA,,,
608,38.18055,-97.09778,,,OLD ML,,PEABODY,,KS,66866,USA,,,
609,29.50861,-98.32622,,,CANTURA MLS,,CONVERSE,,TX,78109,USA,,,
610,33.36512,-117.07435,,,E PALA MSN,,PALA,,CA,92059,USA,,,
611,33.36512,-117.07435,,,E PALA MISSN,,PALA,,CA,92059,USA,,,
612,33.36512,-117.07435,,,E PALA MSSN,,PALA,,CA,92059,USA,,,
613,34.09582,-118.60848,,,HENRY RIDGE MTWY,,TOPANGA,,CA,90290,USA,,,
614,34.09582,-118.60848,,,HENRY RIDGE MOTORWAY,,TOPANGA,,CA,90290,USA,,,
615,37.24072,-76.79939,,,BARROWS MT,,WILLIAMSBURG,,VA,23185,USA,,,
616,37.24072,-76.79939,,,BARROWS MNT,,WILLIAMSBURG,,VA,23185,USA,,,
617,37.24072,-76.79939,,,BARROWS MOUNT,,WILLIAMSBURG,,VA,23185,USA,,,
618,38.33885,-122.52382,,,MORNINGSIDE MTN,,GLEN ELLEN,,CA,95442,USA,,,
619,38.33885,-122.52382,,,MORNINGSIDE MNTAIN,,GLEN ELLEN,,CA,95442,USA,,,
620,38.33885,-122.52382,,,MORNINGSIDE MOUNTAIN,,GLEN ELLEN,,CA,95442,USA,,,
621,38.33885,-122.52382,,,MORNINGSIDE MOUNTIN,,GLEN ELLEN,,CA,95442,USA,,,
622,38.33885,-122.52382,,,MORNINGSIDE MTIN,,GLEN ELLEN,,CA,95442,USA,,,
623,42.65978,-70.61564,,,BEARSKIN NCK,,ROCKPORT,,MA,1966,USA,,,
624,42.65949,-70.61602,,,BEARSKIN NECK,,ROCKPORT,,MA,1966,USA,,,
625,30.31771,-95.29628,,,WHITE OAK ORCH,,CONROE,,TX,77306,USA,,,
626,30.31771,-95.29628,,,WHITE OAK ORCHARD,,CONROE,,TX,77306,USA,,,
627,30.31765,-95.30193,,,WHITE OAK ORCHRD,,CONROE,,TX,77306,USA,,,
628,41.12059,-81.80377,,,ALFRED OVAL,,MEDINA,,OH,44256,USA,,,
629,41.12059,-81.80377,,,ALFRED OVL,,MEDINA,,OH,44256,USA,,,
630,47.55064,-116.29485,,,HILL TOP OPAS,,KINGSTON,,ID,83839,USA,,,
631,47.54982,-116.29492,,,HILL TOP OPAS,,KINGSTON,,ID,83839,USA,,,
632,40.18405,-85.4243,,,S TILLOTSON OPAS,,MUNCIE,,IN,47304,USA,,,
633,40.18405,-85.4243,,,S TILLOTSON OVERPASS,,MUNCIE,,IN,47304,USA,,,
634,33.69002,-117.82861,,,CORPORATE PARK,,IRVINE,,CA,92606,USA,,,
635,33.69227,-117.82664,,,CORPORATE PRK,,IRVINE,,CA,92606,USA,,,
636,33.69002,-117.82861,,,CORPORATE PARKS,,IRVINE,,CA,92606,USA,,,
637,33.69227,-117.82664,,,CORPORATE PARK,,IRVINE,,CA,92606,USA,,,
638,32.69974,-114.60308,,,S YUMA PALMS PKWY,,YUMA,,AZ,85365,USA,,,
639,32.69974,-114.60308,,,S YUMA PALMS PARKWAY,,YUMA,,AZ,85365,USA,,,
640,32.69974,-114.60308,,,S YUMA PALMS PARKWY,,YUMA,,AZ,85365,USA,,,
641,32.69974,-114.60308,,,S YUMA PALMS PKWAY,,YUMA,,AZ,85365,USA,,,
642,32.69974,-114.60308,,,S YUMA PALMS PKY,,YUMA,,AZ,85365,USA,,,
643,32.69974,-114.60308,,,S YUMA PALMS PARKWAYS,,YUMA,,AZ,85365,USA,,,
644,32.69974,-114.60308,,,S YUMA PALMS PKWYS,,YUMA,,AZ,85365,USA,,,
645,37.38167,-122.21819,,,SHAWNEE PASS,,PORTOLA VALLEY,,CA,94028,USA,,,
646,37.92356,-122.50122,,,SEAMAST PSGE,,CORTE MADERA,,CA,94925,USA,,,
647,37.92447,-122.50065,,,SEAMAST PASSAGE,,CORTE MADERA,,CA,94925,USA,,,
648,33.58169,-117.59273,,,BRIDLE PATH,,TRABUCO CANYON,,CA,92679,USA,,,
649,33.58169,-117.59273,,,BRIDLE PATHS,,TRABUCO CANYON,,CA,92679,USA,,,
650,35.20459,-89.89477,,,COVINGTON PIKE,,MEMPHIS,,TN,38128,USA,,,
651,35.1776,-89.89683,,,COVINGTON PIKES,,MEMPHIS,,TN,38128,USA,,,
652,43.05751,-73.80441,,,AVENUE OF THE PNES,,SARATOGA SPRINGS,,NY,12866,USA,,,
653,43.05751,-73.80441,,,AVENUE OF THE PINES,,SARATOGA SPRINGS,,NY,12866,USA,,,
654,39.50817,-121.48043,,,QUAIL HILL PL,,OROVILLE,,CA,95966,USA,,,
655,39.50817,-121.48043,,,QUAIL HILL PLACE,,OROVILLE,,CA,95966,USA,,,
656,40.09442,-93.61329,,,PLEASANT PLN,,TRENTON,,MO,64683,USA,,,
657,29.31209,-98.39013,,,TERRACE PLN,,SAN ANTONIO,,TX,78223,USA,,,
658,29.31209,-98.39013,,,TERRACE PLAIN,,SAN ANTONIO,,TX,78223,USA,,,
659,42.97963,-77.61091,,,ROLLING PLNS,,HONEOYE FALLS,,NY,14472,USA,,,
660,42.97963,-77.61091,,,ROLLING PLAINS,,HONEOYE FALLS,,NY,14472,USA,,,
661,37.52375,-122.00071,,,NEWPARK PLZ,,NEWARK,,CA,94560,USA,,,
662,37.52375,-122.00071,,,NEWPARK PLAZA,,NEWARK,,CA,94560,USA,,,
663,37.52375,-122.00071,,,NEWPARK PLZA,,NEWARK,,CA,94560,USA,,,
664,35.37578,-118.96534,,,NILES PT,,BAKERSFIELD,,CA,93306,USA,,,
665,35.37578,-118.96534,,,NILES POINT,,BAKERSFIELD,,CA,93306,USA,,,
666,29.58992,-98.58474,,,CAPITAL PRT,,SAN ANTONIO,,TX,78249,USA,,,
667,29.58833,-98.58255,,,CAPITAL PORT,,SAN ANTONIO,,TX,78249,USA,,,
668,46.29945,-119.37895,,,SULLY LANE PR,,WEST RICHLAND,,WA,99353,USA,,,
669,46.29945,-119.37895,,,SULLY LANE PRAIRIE,,WEST RICHLAND,,WA,99353,USA,,,
670,46.29945,-119.37895,,,SULLY LANE PRR,,WEST RICHLAND,,WA,99353,USA,,,
671,29.10397,-82.03098,,,BAHIA PASS RADL,,OCALA,,FL,34472,USA,,,
672,29.10397,-82.03098,,,BAHIA PASS RAD,,OCALA,,FL,34472,USA,,,
673,29.10397,-82.03098,,,BAHIA PASS RADIAL,,OCALA,,FL,34472,USA,,,
674,29.10397,-82.03098,,,BAHIA PASS RADIEL,,OCALA,,FL,34472,USA,,,
675,33.77847,-91.24164,,,COOKS RAMP,,WATSON,,AR,71674,USA,,,
