#CaseId,R.type,R.c.lat,R.c.lon,R.dir.head,R.dir.speed,R.Box.topleft.lat,R.Box.topleft.lon,R.Box.BottomRight.lat,R.Box.BottomRight.lon,Name,SearchScheme,CategoriesOff,CategoriesOn,SliceSize,ExtendedConfig,Language
324,1,32.78868,-96.77894,,,,,,,,atlasbook-standard,AKE,4007,10,,
325,1,32.78297,-96.77924,,,,,,,,atlasbook-standard,AKF,4008,10,,
326,1,32.78457,-96.76321,,,,,,,,atlasbook-standard,AKG,4009,10,,
327,1,32.78425,-96.78168,,,,,,,,atlasbook-standard,AKH,4010,10,,
328,1,32.79002,-96.77518,,,,,,,,atlasbook-standard,AID,5001,10,,
329,1,32.78957,-96.78198,,,,,,,,atlasbook-standard,AIC,5002,10,,
330,1,32.788,-96.77981,,,,,,,,atlasbook-standard,AIE,5003,10,,
331,1,32.78281,-96.77834,,,,,,,,atlasbook-standard,AFC,5005,10,,
332,1,32.78404,-96.78277,,,,,,,,atlasbook-standard,ABMA,6001,10,,
333,1,32.71925,-96.91052,,,,,,,,atlasbook-standard,ABB,6003,10,,
334,1,32.78404,-96.78277,,,,,,,,atlasbook-standard,ABMC,6004,10,,
335,1,32.78683,-96.79607,,,,,,,,atlasbook-standard,ABC,6005,10,,
336,1,32.79968,-96.82011,,,,,,,,atlasbook-standard,ABD,6006,10,,
337,1,32.7771,-96.7632,,,,,,,,atlasbook-standard,ABE,6007,10,,
338,1,32.78361,-96.78127,,,,,,,,atlasbook-standard,ABF,6008,10,,
339,1,32.78404,-96.78277,,,,,,,,atlasbook-standard,ABMD,6009,10,,
340,1,32.78354,-96.78137,,,,,,,,atlasbook-standard,ABI,6010,10,,
341,1,32.78404,-96.78277,,,,,,,,atlasbook-standard,ABME,6011,10,,
342,1,32.78404,-96.78277,,,,,,,,atlasbook-standard,ABMF,6012,10,,
343,1,32.81499,-96.75388,,,,,,,,atlasbook-standard,ABJ,6013,10,,
344,1,32.79872,-96.80819,,,,,,,,atlasbook-standard,ABK,6014,10,,
345,1,32.78404,-96.78277,,,,,,,,atlasbook-standard,AAMA,7001,10,,
346,1,32.78404,-96.78277,,,,,,,,atlasbook-standard,AAMB,7002,10,,
347,1,32.78404,-96.78277,,,,,,,,atlasbook-standard,AAMC,7003,10,,
348,1,32.78404,-96.78277,,,,,,,,atlasbook-standard,AFMA,8004,10,,
349,1,32.78404,-96.78277,,,,,,,,atlasbook-standard,AFMB,8005,10,,
350,1,32.78174,-96.79383,,,,,,,,atlasbook-standard,AFA,8006,10,,
351,1,32.79364,-96.7799,,,,,,,,atlasbook-standard,AFB,8009,10,,
352,1,32.79135,-96.77388,,,,,,,,atlasbook-standard,AFD,8011,10,,
353,1,32.78404,-96.78277,,,,,,,,atlasbook-standard,AFMC,8012,10,,
354,1,32.78125,-96.79646,,,,,,,,atlasbook-standard,ALA,9001,10,,
355,1,32.78355,-96.79715,,,,,,,,atlasbook-standard,ALB,9003,10,,
356,1,32.79197,-96.78531,,,,,,,,atlasbook-standard,ALC,9004,10,,
357,1,32.79542,-96.78434,,,,,,,,atlasbook-standard,ALD,9005,10,,
358,1,32.78455,-96.7823,,,,,,,,atlasbook-standard,ALE,9006,10,,
359,1,32.78407,-96.7828,,,,,,,,atlasbook-standard,ALF,9008,10,,
360,1,32.78407,-96.7828,,,,,,,,atlasbook-standard,ALG,9009,10,,
361,1,32.78701,-96.78163,,,,,,,,atlasbook-standard,ALH,9010,10,,
362,1,32.77908,-96.78771,,,,,,,,atlasbook-standard,ALJ,9011,10,,
363,1,32.78404,-96.78277,,,,,,,,atlasbook-standard,AIMA,10001,10,,
364,1,32.78404,-96.78277,,,,,,,,atlasbook-standard,AIMB,10002,10,,
365,1,32.78404,-96.78277,,,,,,,,atlasbook-standard,AIMC,10003,10,,
366,1,32.78404,-96.78277,,,,,,,,atlasbook-standard,AIMD,10005,10,,
367,1,32.78404,-96.78277,,,,,,,,atlasbook-standard,AIME,10007,10,,
368,1,32.78524,-96.7806,,,,,,,,atlasbook-standard,AIF,10009,10,,
369,1,32.79066,-96.79168,,,,,,,,atlasbook-standard,AIG,10010,10,,
370,1,32.7814,-96.78231,,,,,,,,atlasbook-standard,AII,10011,10,,
371,1,32.78404,-96.78277,,,,,,,,atlasbook-standard,AIMF,10012,10,,
372,1,32.78404,-96.78277,,,,,,,,atlasbook-standard,ACMA,11001,10,,
373,1,32.78376,-96.78443,,,,,,,,atlasbook-standard,ACA,11002,10,,
374,1,32.78354,-96.7817,,,,,,,,atlasbook-standard,ACB,11003,10,,
375,1,32.78252,-96.79382,,,,,,,,atlasbook-standard,ACD,11005,10,,
376,1,41.84437,-87.71493,,,,,,,,atlasbook-standard,AE,1000,10,,
377,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AEMA,1002,10,,
378,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AEMB,1003,10,,
379,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AEMC,1004,10,,
380,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AEMD,1005,10,,
381,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AEME,1008,10,,
382,1,41.84432,-87.72232,,,,,,,,atlasbook-standard,AED,1009,10,,
383,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AEMF,1010,10,,
384,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AEMG,1011,10,,
385,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AEMH,1012,10,,
386,1,41.84434,-87.71612,,,,,,,,atlasbook-standard,AEF,1014,10,,
387,1,41.85188,-87.69833,,,,,,,,atlasbook-standard,AEYE,1015,10,,
388,1,41.91055,-87.67187,,,,,,,,atlasbook-standard,AEYF,1016,10,,
389,1,41.87138,-87.68625,,,,,,,,atlasbook-standard,AEYG,1017,10,,
390,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AEMI,1019,10,,
391,1,41.88443,-87.64951,,,,,,,,atlasbook-standard,AEG,1020,10,,
392,1,41.84437,-87.71493,,,,,,,,atlasbook-standard,AEH,1021,10,,
393,1,41.86935,-87.66254,,,,,,,,atlasbook-standard,AEI,1022,10,,
394,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AEMJ,1023,10,,
395,1,41.87676,-87.64191,,,,,,,,atlasbook-standard,AEYJ,1024,10,,
396,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AEML,1033,10,,
397,1,41.8444,-87.71302,,,,,,,,atlasbook-standard,AEJ,1025,10,,
398,1,41.86931,-87.6634,,,,,,,,atlasbook-standard,AEYL,1026,10,,
399,1,41.84438,-87.71745,,,,,,,,atlasbook-standard,AEK,1028,10,,
400,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AEMM,1029,10,,
401,1,41.8444,-87.7132,,,,,,,,atlasbook-standard,AEL,1031,10,,
402,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AEMN,1035,10,,
403,1,41.85056,-87.78804,,,,,,,,atlasbook-standard,AEYN,1036,10,,
404,1,41.8662,-87.72456,,,,,,,,atlasbook-standard,AEYO,1037,10,,
405,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AEMO,1038,10,,
406,1,41.86929,-87.66453,,,,,,,,atlasbook-standard,AEYP,1039,10,,
407,1,41.88427,-87.66074,,,,,,,,atlasbook-standard,AEYQ,1041,10,,
408,1,41.85156,-87.72342,,,,,,,,atlasbook-standard,ACC,11004,10,,
409,1,41.90456,-87.66505,,,,,,,,atlasbook-standard,AHA,3001,10,,
410,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AHMA,3002,10,,
411,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AKMC,4001,10,,
412,1,41.86109,-87.70796,,,,,,,,atlasbook-standard,AHC,3003,10,,
413,1,41.77684,-88.08068,,,,,,,,atlasbook-standard,AHD,3004,10,,
414,1,41.85394,-87.67935,,,,,,,,atlasbook-standard,AKA,4002,10,,
415,1,41.85179,-87.70559,,,,,,,,atlasbook-standard,AKB,4003,10,,
416,1,41.84439,-87.71399,,,,,,,,atlasbook-standard,AKC,4004,10,,
417,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AKMA,4005,10,,
418,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AKMB,4006,10,,
419,1,41.84363,-87.71716,,,,,,,,atlasbook-standard,AKE,4007,10,,
420,1,41.84443,-87.71394,,,,,,,,atlasbook-standard,AKF,4008,10,,
421,1,41.86641,-87.7073,,,,,,,,atlasbook-standard,AKG,4009,10,,
422,1,41.84635,-87.71358,,,,,,,,atlasbook-standard,AKH,4010,10,,
423,1,41.84437,-87.71868,,,,,,,,atlasbook-standard,AID,5001,10,,
424,1,41.84436,-87.71502,,,,,,,,atlasbook-standard,AIC,5002,10,,
425,1,41.84437,-87.71868,,,,,,,,atlasbook-standard,AIE,5003,10,,
426,1,41.85662,-87.70862,,,,,,,,atlasbook-standard,AFC,5005,10,,
427,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,ABMA,6001,10,,
428,1,41.89875,-87.62406,,,,,,,,atlasbook-standard,ABB,6003,10,,
429,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,ABMC,6004,10,,
430,1,41.8444,-87.71528,,,,,,,,atlasbook-standard,ABC,6005,10,,
431,1,41.87705,-87.76821,,,,,,,,atlasbook-standard,ABD,6006,10,,
432,1,41.8511,-87.7439,,,,,,,,atlasbook-standard,ABE,6007,10,,
433,1,41.85589,-87.67338,,,,,,,,atlasbook-standard,ABF,6008,10,,
434,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,ABMD,6009,10,,
435,1,41.84977,-87.71619,,,,,,,,atlasbook-standard,ABI,6010,10,,
436,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,ABME,6011,10,,
437,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,ABMF,6012,10,,
438,1,41.84284,-87.68531,,,,,,,,atlasbook-standard,ABJ,6013,10,,
439,1,41.89395,-87.6389,,,,,,,,atlasbook-standard,ABK,6014,10,,
440,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AAMA,7001,10,,
441,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AAMB,7002,10,,
442,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AAMC,7003,10,,
443,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AFMA,8004,10,,
444,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AFMB,8005,10,,
445,1,41.84464,-87.69521,,,,,,,,atlasbook-standard,AFA,8006,10,,
446,1,41.84206,-87.72451,,,,,,,,atlasbook-standard,AFB,8009,10,,
447,1,41.84848,-87.72469,,,,,,,,atlasbook-standard,AFD,8011,10,,
448,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AFMC,8012,10,,
449,1,41.85766,-87.64016,,,,,,,,atlasbook-standard,ALA,9001,10,,
450,1,41.84061,-87.70489,,,,,,,,atlasbook-standard,ALB,9003,10,,
451,1,41.84602,-87.72706,,,,,,,,atlasbook-standard,ALC,9004,10,,
452,1,41.85666,-87.62394,,,,,,,,atlasbook-standard,ALD,9005,10,,
453,1,41.87092,-87.70644,,,,,,,,atlasbook-standard,ALE,9006,10,,
454,1,41.85369,-87.70769,,,,,,,,atlasbook-standard,ALF,9008,10,,
455,1,41.8444,-87.71528,,,,,,,,atlasbook-standard,ALG,9009,10,,
456,1,41.85386,-87.71499,,,,,,,,atlasbook-standard,ALH,9010,10,,
457,1,41.8444,-87.71528,,,,,,,,atlasbook-standard,ALJ,9011,10,,
458,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AIMA,10001,10,,
459,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AIMB,10002,10,,
460,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AIMC,10003,10,,
461,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AIMD,10005,10,,
462,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AIME,10007,10,,
463,1,41.84447,-87.71177,,,,,,,,atlasbook-standard,AIF,10009,10,,
464,1,41.84428,-87.72192,,,,,,,,atlasbook-standard,AIG,10010,10,,
465,1,41.84799,-87.71572,,,,,,,,atlasbook-standard,AII,10011,10,,
466,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,AIMF,10012,10,,
467,1,41.84826,-87.71364,,,,,,,,atlasbook-standard,ACMA,11001,10,,
468,1,41.84882,-87.71487,,,,,,,,atlasbook-standard,ACA,11002,10,,
469,1,41.84899,-87.72465,,,,,,,,atlasbook-standard,ACB,11003,10,,
470,1,41.85135,-87.73076,,,,,,,,atlasbook-standard,ACD,11005,10,,
471,1,40.44042,-79.99951,,,,,,,,atlasbook-standard,AE,1000,10,,
472,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AEMD,1005,10,,
473,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AEME,1008,10,,
474,1,40.43998,-80.00057,,,,,,,,atlasbook-standard,AED,1009,10,,
475,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AEMF,1010,10,,
476,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AEMG,1011,10,,
477,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AEMH,1012,10,,
478,1,40.44042,-79.99951,,,,,,,,atlasbook-standard,AEF,1014,10,,
479,1,40.42847,-79.97591,,,,,,,,atlasbook-standard,AEYE,1015,10,,
480,1,40.45531,-79.99979,,,,,,,,atlasbook-standard,AEYF,1016,10,,
481,1,40.43893,-79.99791,,,,,,,,atlasbook-standard,AEYG,1017,10,,
482,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AEMI,1019,10,,
483,1,40.44294,-79.99673,,,,,,,,atlasbook-standard,AEG,1020,10,,
484,1,40.43981,-79.9988,,,,,,,,atlasbook-standard,AEH,1021,10,,
485,1,40.43775,-79.99792,,,,,,,,atlasbook-standard,AEI,1022,10,,
486,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AEMJ,1023,10,,
487,1,40.44014,-79.95641,,,,,,,,atlasbook-standard,AEYJ,1024,10,,
488,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AEML,1033,10,,
489,1,40.43888,-80.00013,,,,,,,,atlasbook-standard,AEJ,1025,10,,
490,1,40.4288,-79.98604,,,,,,,,atlasbook-standard,AEYL,1026,10,,
491,1,40.43981,-79.9988,,,,,,,,atlasbook-standard,AEK,1028,10,,
492,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AEMM,1029,10,,
493,1,40.44052,-79.99977,,,,,,,,atlasbook-standard,AEL,1031,10,,
494,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AEMN,1035,10,,
495,1,40.42834,-79.97353,,,,,,,,atlasbook-standard,AEYN,1036,10,,
496,1,40.44052,-79.99977,,,,,,,,atlasbook-standard,AEYO,1037,10,,
497,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AEMO,1038,10,,
498,1,40.42865,-79.9781,,,,,,,,atlasbook-standard,AEYP,1039,10,,
499,1,40.45182,-79.98287,,,,,,,,atlasbook-standard,AEYQ,1041,10,,
500,1,40.45596,-80.0162,,,,,,,,atlasbook-standard,ACC,11004,10,,
501,1,40.42759,-79.97544,,,,,,,,atlasbook-standard,AHA,3001,10,,
502,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AHMA,3002,10,,
503,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AKMC,4001,10,,
504,1,40.44074,-79.99695,,,,,,,,atlasbook-standard,AHC,3003,10,,
505,1,40.44019,-79.99902,,,,,,,,atlasbook-standard,AKA,4002,10,,
506,1,40.44017,-80.00076,,,,,,,,atlasbook-standard,AKB,4003,10,,
507,1,40.44026,-79.99919,,,,,,,,atlasbook-standard,AKC,4004,10,,
508,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AKMA,4005,10,,
509,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AKMB,4006,10,,
510,1,40.44047,-79.99977,,,,,,,,atlasbook-standard,AKE,4007,10,,
511,1,40.44026,-79.99919,,,,,,,,atlasbook-standard,AKF,4008,10,,
512,1,40.43977,-80.00016,,,,,,,,atlasbook-standard,AKG,4009,10,,
513,1,40.44019,-79.99902,,,,,,,,atlasbook-standard,AKH,4010,10,,
514,1,40.35111,-80.0509,,,,,,,,atlasbook-standard,AID,5001,10,,
515,1,40.44015,-79.99877,,,,,,,,atlasbook-standard,AIC,5002,10,,
516,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AIE,5003,10,,
517,1,40.43912,-79.99685,,,,,,,,atlasbook-standard,AFC,5005,10,,
518,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,ABMA,6001,10,,
519,1,40.44727,-80.02118,,,,,,,,atlasbook-standard,ABB,6003,10,,
520,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,ABMC,6004,10,,
521,1,40.4367,-79.99698,,,,,,,,atlasbook-standard,ABC,6005,10,,
522,1,40.44462,-79.94339,,,,,,,,atlasbook-standard,ABD,6006,10,,
523,1,40.4447,-79.9967,,,,,,,,atlasbook-standard,ABE,6007,10,,
524,1,40.44283,-79.99829,,,,,,,,atlasbook-standard,ABF,6008,10,,
525,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,ABMD,6009,10,,
526,1,40.44015,-79.99877,,,,,,,,atlasbook-standard,ABI,6010,10,,
527,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,ABME,6011,10,,
528,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,ABMF,6012,10,,
529,1,40.45133,-79.9837,,,,,,,,atlasbook-standard,ABJ,6013,10,,
530,1,40.4406,-80.00433,,,,,,,,atlasbook-standard,ABK,6014,10,,
531,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AAMA,7001,10,,
532,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AAMB,7002,10,,
533,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AAMC,7003,10,,
534,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AFMA,8004,10,,
535,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AFMB,8005,10,,
536,1,40.44015,-79.99877,,,,,,,,atlasbook-standard,AFA,8006,10,,
537,1,40.44181,-79.99742,,,,,,,,atlasbook-standard,AFB,8009,10,,
538,1,40.43888,-80.00013,,,,,,,,atlasbook-standard,AFD,8011,10,,
539,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AFMC,8012,10,,
540,1,40.43784,-79.99778,,,,,,,,atlasbook-standard,ALA,9001,10,,
541,1,40.44173,-79.99846,,,,,,,,atlasbook-standard,ALB,9003,10,,
542,1,40.43893,-79.9979,,,,,,,,atlasbook-standard,ALC,9004,10,,
543,1,40.44642,-79.99288,,,,,,,,atlasbook-standard,ALD,9005,10,,
544,1,40.44052,-79.99977,,,,,,,,atlasbook-standard,ALE,9006,10,,
545,1,40.44187,-79.99901,,,,,,,,atlasbook-standard,ALF,9008,10,,
546,1,40.44187,-79.99901,,,,,,,,atlasbook-standard,ALG,9009,10,,
547,1,40.44168,-79.99973,,,,,,,,atlasbook-standard,ALH,9010,10,,
548,1,40.43988,-79.99822,,,,,,,,atlasbook-standard,ALJ,9011,10,,
549,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AIMA,10001,10,,
550,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AIMB,10002,10,,
551,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AIMC,10003,10,,
552,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AIMD,10005,10,,
553,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AIME,10007,10,,
554,1,40.44262,-79.99921,,,,,,,,atlasbook-standard,AIF,10009,10,,
555,1,40.43447,-79.99002,,,,,,,,atlasbook-standard,AIG,10010,10,,
556,1,40.44127,-79.99943,,,,,,,,atlasbook-standard,AII,10011,10,,
557,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,AIMF,10012,10,,
558,1,40.44027,-79.99909,,,,,,,,atlasbook-standard,ACMA,11001,10,,
559,1,40.44498,-79.99951,,,,,,,,atlasbook-standard,ACA,11002,10,,
560,1,40.43073,-79.99366,,,,,,,,atlasbook-standard,ACB,11003,10,,
561,1,40.4413,-79.99776,,,,,,,,atlasbook-standard,ACD,11005,10,,
562,1,42.36828,-71.10863,,,,,,,,atlasbook-standard,AE,1000,10,,
563,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AEMA,1002,10,,
564,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AEMB,1003,10,,
565,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AEMC,1004,10,,
566,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AEMD,1005,10,,
567,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AEME,1008,10,,
568,1,42.364,-71.10328,,,,,,,,atlasbook-standard,AED,1009,10,,
569,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AEMF,1010,10,,
570,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AEMG,1011,10,,
571,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AEMH,1012,10,,
572,1,42.36601,-71.10478,,,,,,,,atlasbook-standard,AEF,1014,10,,
573,1,42.37127,-71.11447,,,,,,,,atlasbook-standard,AEYE,1015,10,,
574,1,42.35099,-71.06401,,,,,,,,atlasbook-standard,AEYF,1016,10,,
575,1,42.36478,-71.10263,,,,,,,,atlasbook-standard,AEYG,1017,10,,
576,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AEMI,1019,10,,
577,1,42.36851,-71.1091,,,,,,,,atlasbook-standard,AEG,1020,10,,
578,1,42.36599,-71.10475,,,,,,,,atlasbook-standard,AEH,1021,10,,
579,1,42.36891,-71.10128,,,,,,,,atlasbook-standard,AEI,1022,10,,
580,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AEMJ,1023,10,,
581,1,42.36891,-71.10128,,,,,,,,atlasbook-standard,AEYJ,1024,10,,
582,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AEML,1033,10,,
583,1,42.36627,-71.10513,,,,,,,,atlasbook-standard,AEJ,1025,10,,
584,1,42.36622,-71.10514,,,,,,,,atlasbook-standard,AEYL,1026,10,,
585,1,42.36637,-71.10539,,,,,,,,atlasbook-standard,AEK,1028,10,,
586,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AEMM,1029,10,,
587,1,42.37053,-71.1135,,,,,,,,atlasbook-standard,AEL,1031,10,,
588,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AEMN,1035,10,,
589,1,42.37821,-71.10677,,,,,,,,atlasbook-standard,AEYN,1036,10,,
590,1,42.36466,-71.10405,,,,,,,,atlasbook-standard,AEYO,1037,10,,
591,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AEMO,1038,10,,
592,1,42.36405,-71.10323,,,,,,,,atlasbook-standard,AEYP,1039,10,,
593,1,42.37253,-71.11916,,,,,,,,atlasbook-standard,AEYQ,1041,10,,
594,1,42.37244,-71.09885,,,,,,,,atlasbook-standard,ACC,11004,10,,
595,1,42.36783,-71.10205,,,,,,,,atlasbook-standard,AHA,3001,10,,
596,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AHMA,3002,10,,
597,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AKMC,4001,10,,
598,1,42.36941,-71.10496,,,,,,,,atlasbook-standard,AHC,3003,10,,
599,1,42.21649,-71.11965,,,,,,,,atlasbook-standard,AHD,3004,10,,
600,1,42.37263,-71.11631,,,,,,,,atlasbook-standard,AKA,4002,10,,
601,1,42.36637,-71.10539,,,,,,,,atlasbook-standard,AKB,4003,10,,
602,1,42.36809,-71.10824,,,,,,,,atlasbook-standard,AKC,4004,10,,
603,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AKMA,4005,10,,
604,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AKMB,4006,10,,
605,1,42.36939,-71.1113,,,,,,,,atlasbook-standard,AKE,4007,10,,
606,1,42.36809,-71.10824,,,,,,,,atlasbook-standard,AKF,4008,10,,
607,1,42.37175,-71.11796,,,,,,,,atlasbook-standard,AKG,4009,10,,
608,1,42.36995,-71.10486,,,,,,,,atlasbook-standard,AKH,4010,10,,
609,1,42.35141,-71.0792,,,,,,,,atlasbook-standard,AID,5001,10,,
610,1,42.36941,-71.1048,,,,,,,,atlasbook-standard,AIC,5002,10,,
611,1,42.37423,-71.10445,,,,,,,,atlasbook-standard,AIE,5003,10,,
612,1,42.36521,-71.10543,,,,,,,,atlasbook-standard,AFC,5005,10,,
613,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,ABMA,6001,10,,
614,1,42.32112,-71.11584,,,,,,,,atlasbook-standard,ABB,6003,10,,
615,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,ABMC,6004,10,,
616,1,42.37315,-71.1181,,,,,,,,atlasbook-standard,ABC,6005,10,,
617,1,42.36952,-71.07906,,,,,,,,atlasbook-standard,ABD,6006,10,,
618,1,42.3663,-71.0917,,,,,,,,atlasbook-standard,ABE,6007,10,,
619,1,42.37031,-71.10358,,,,,,,,atlasbook-standard,ABF,6008,10,,
620,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,ABMD,6009,10,,
621,1,42.36748,-71.10718,,,,,,,,atlasbook-standard,ABI,6010,10,,
622,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,ABME,6011,10,,
623,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,ABMF,6012,10,,
624,1,42.38453,-71.11938,,,,,,,,atlasbook-standard,ABJ,6013,10,,
625,1,42.38688,-71.09894,,,,,,,,atlasbook-standard,ABK,6014,10,,
626,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AAMA,7001,10,,
627,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AAMB,7002,10,,
628,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AAMC,7003,10,,
629,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AFMA,8004,10,,
630,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AFMB,8005,10,,
631,1,42.36954,-71.07968,,,,,,,,atlasbook-standard,AFA,8006,10,,
632,1,42.373,-71.11027,,,,,,,,atlasbook-standard,AFB,8009,10,,
633,1,42.36678,-71.10603,,,,,,,,atlasbook-standard,AFD,8011,10,,
634,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AFMC,8012,10,,
635,1,42.37777,-71.13754,,,,,,,,atlasbook-standard,ALA,9001,10,,
636,1,42.36004,-71.124,,,,,,,,atlasbook-standard,ALB,9003,10,,
637,1,42.3633,-71.09837,,,,,,,,atlasbook-standard,ALC,9004,10,,
638,1,42.35649,-71.06814,,,,,,,,atlasbook-standard,ALD,9005,10,,
639,1,42.37031,-71.10358,,,,,,,,atlasbook-standard,ALE,9006,10,,
640,1,42.37412,-71.11461,,,,,,,,atlasbook-standard,ALF,9008,10,,
641,1,42.37412,-71.11461,,,,,,,,atlasbook-standard,ALG,9009,10,,
642,1,42.36533,-71.10363,,,,,,,,atlasbook-standard,ALH,9010,10,,
643,1,42.36742,-71.10707,,,,,,,,atlasbook-standard,ALJ,9011,10,,
644,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AIMA,10001,10,,
645,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AIMB,10002,10,,
646,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AIMC,10003,10,,
647,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AIMD,10005,10,,
648,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AIME,10007,10,,
649,1,42.36631,-71.1053,,,,,,,,atlasbook-standard,AIF,10009,10,,
